report_date,fromprovince_new,toprovince_new,externallane_new,client_name,mau,avg_lt_prepickup_hour,avg_lt_firstmile_hour,avg_lt_middlemile_hour,avg_lt_lastmile_hour,avg_lt_e2e_hour
2026-07-25,Hồ Chí Minh,Cần Thơ,Intra region,SPE,3162,3.45,9.78,14.52,12.99,40.58
2026-07-25,Hồ Chí Minh,Gia Lai,Cross region,SPB,1019,6.89,5.94,31.9,13.22,58.02
2026-07-25,Hồ Chí Minh,Gia Lai,Cross region,SPE,1502,3.33,9.79,32.62,11.89,57.84
2026-07-25,Hồ Chí Minh,Hà Nội,Cross metro,SPB,3915,7.01,7.0,47.6,12.98,75.0
2026-07-25,Hồ Chí Minh,Hà Nội,Cross metro,SPE,3239,4.22,8.53,50.21,10.04,72.94
2026-07-25,Hồ Chí Minh,Hải Phòng,Cross region,SPB,941,7.25,7.45,51.82,18.35,85.29
2026-07-25,Hồ Chí Minh,Hải Phòng,Cross region,SPE,1751,4.01,10.39,55.5,19.19,88.76
2026-07-25,Hồ Chí Minh,Hồ Chí Minh,Intra city,SPB,12220,7.46,6.63,12.09,8.91,31.08
2026-07-25,Hồ Chí Minh,Hồ Chí Minh,Intra city,SPE,4881,4.51,9.12,13.74,11.63,38.92
2026-07-25,Hồ Chí Minh,Khánh Hòa,Cross region,SPB,1096,7.57,5.95,23.87,17.87,55.44
2026-07-25,Hồ Chí Minh,Khánh Hòa,Cross region,SPE,1185,4.53,10.22,22.5,12.59,49.48
2026-07-25,Hồ Chí Minh,Lâm Đồng,Cross region,SPB,2076,6.54,7.59,20.99,14.36,49.78
2026-07-25,Hồ Chí Minh,Lâm Đồng,Cross region,SPE,2550,4.11,10.57,18.59,13.14,46.15
2026-07-25,Hồ Chí Minh,Ninh Bình,Cross region,SPB,732,7.26,7.01,45.04,14.7,74.28
2026-07-25,Hồ Chí Minh,Ninh Bình,Cross region,SPE,1376,3.54,9.84,47.31,13.38,73.67
2026-07-25,Hồ Chí Minh,Tây Ninh,Intra region,SPB,1788,6.09,7.83,11.26,17.72,43.23
2026-07-25,Hồ Chí Minh,Tây Ninh,Intra region,SPE,3136,3.32,9.9,10.98,17.09,41.56
2026-07-25,Hồ Chí Minh,Vĩnh Long,Intra region,SPB,1284,6.19,7.95,12.53,13.66,40.45
2026-07-25,Hồ Chí Minh,Vĩnh Long,Intra region,SPE,2468,3.18,9.82,13.21,15.15,41.24
2026-07-25,Hồ Chí Minh,Đà Nẵng,Cross metro *,SPB,1416,5.83,7.57,33.64,14.12,61.6
2026-07-25,Hồ Chí Minh,Đà Nẵng,Cross metro *,SPE,979,4.48,8.74,34.1,12.22,59.44
2026-07-25,Hồ Chí Minh,Đắk Lắk,Cross region,SPB,954,6.59,6.89,26.71,12.93,53.47
2026-07-25,Hồ Chí Minh,Đắk Lắk,Cross region,SPE,1404,3.62,9.55,27.64,13.13,54.19
2026-07-25,Hồ Chí Minh,Đồng Nai,Intra region,SPB,3227,6.54,7.57,14.64,13.0,41.75
2026-07-25,Hồ Chí Minh,Đồng Nai,Intra region,SPE,4119,3.69,9.88,14.56,14.49,42.59
2026-07-25,Hồ Chí Minh,Đồng Tháp,Intra region,SPB,1426,5.98,7.76,12.3,14.77,41.0
2026-07-25,Hồ Chí Minh,Đồng Tháp,Intra region,SPE,2733,3.24,10.26,12.61,14.42,40.43
2026-07-25,Đà Nẵng,Hà Nội,Cross metro *,SPB,300,7.62,3.52,32.85,13.85,57.89
2026-07-25,Đà Nẵng,Hà Nội,Cross metro *,SPE,56,2.22,10.63,33.76,8.49,55.13
2026-07-25,Đà Nẵng,Hồ Chí Minh,Cross metro *,SPB,310,6.9,4.12,35.37,9.33,55.91
2026-07-25,Đà Nẵng,Hồ Chí Minh,Cross metro *,SPE,78,2.39,10.81,36.65,7.56,57.44
2026-07-24,,,,SPB,3,2.23,5.28,25.79,20.91,54.24
2026-07-24,,,,SPE,22,3.96,11.33,31.55,20.45,70.09
2026-07-24,Bắc Ninh,Hà Nội,Intra region,SPB,671,9.71,6.17,10.87,13.35,40.37
2026-07-24,Bắc Ninh,Hà Nội,Intra region,SPE,1568,7.59,10.2,12.02,12.3,41.96
2026-07-24,Hà Nội,An Giang,Cross region,SPB,338,3.32,11.39,56.08,20.73,91.26
2026-07-24,Hà Nội,An Giang,Cross region,SPE,2304,4.23,10.32,56.13,19.46,89.96
2026-07-24,Hà Nội,Bắc Ninh,Intra region,SPB,562,3.61,9.26,13.53,17.54,43.99
2026-07-24,Hà Nội,Bắc Ninh,Intra region,SPE,3672,4.3,10.19,11.64,17.33,43.83
2026-07-24,Hà Nội,Cần Thơ,Cross region,SPB,232,4.11,10.72,49.51,18.51,83.08
2026-07-24,Hà Nội,Cần Thơ,Cross region,SPE,2126,4.2,10.42,53.37,15.52,83.29
2026-07-24,Hà Nội,Gia Lai,Cross region,SPB,207,6.59,10.01,41.93,12.24,70.31
2026-07-24,Hà Nội,Gia Lai,Cross region,SPE,1768,3.93,9.87,42.5,11.22,67.59
2026-07-24,Hà Nội,Hà Nội,Intra city,SPB,2453,4.46,10.52,12.57,11.42,37.5
2026-07-24,Hà Nội,Hà Nội,Intra city,SPE,1524,3.45,9.66,12.13,12.76,37.7
2026-07-24,Hà Nội,Hưng Yên,Intra region,SPB,467,4.52,9.66,13.54,14.63,42.72
2026-07-24,Hà Nội,Hưng Yên,Intra region,SPE,3079,4.71,10.03,12.89,14.41,42.07
2026-07-24,Hà Nội,Hải Phòng,Intra region,SPB,755,4.87,10.25,16.75,20.16,51.99
2026-07-24,Hà Nội,Hải Phòng,Intra region,SPE,4465,4.91,10.27,15.41,17.37,47.85
2026-07-24,Hà Nội,Hồ Chí Minh,Cross metro,SPB,1699,5.26,10.8,48.31,13.36,77.7
2026-07-24,Hà Nội,Hồ Chí Minh,Cross metro,SPE,3773,4.45,8.81,50.94,10.53,74.58
2026-07-24,Hà Nội,Lào Cai,Intra region,SPB,194,4.39,10.96,19.59,21.87,56.91
2026-07-24,Hà Nội,Lào Cai,Intra region,SPE,1674,4.24,10.2,16.42,16.56,48.04
2026-07-24,Hà Nội,Lâm Đồng,Cross region,SPB,425,3.81,9.98,52.67,18.79,85.42
2026-07-24,Hà Nội,Lâm Đồng,Cross region,SPE,1955,4.21,9.87,50.6,13.67,78.39
2026-07-24,Hà Nội,Nghệ An,Cross region,SPB,326,4.44,9.45,23.75,25.56,63.24
2026-07-24,Hà Nội,Nghệ An,Cross region,SPE,1977,4.41,9.85,27.01,25.28,66.79
2026-07-24,Hà Nội,Ninh Bình,Intra region,SPB,524,4.74,9.56,12.66,11.01,38.01
2026-07-24,Hà Nội,Ninh Bình,Intra region,SPE,3852,4.26,9.72,12.31,10.83,37.16
2026-07-24,Hà Nội,Phú Thọ,Intra region,SPB,509,5.13,10.68,14.62,13.01,43.3
2026-07-24,Hà Nội,Phú Thọ,Intra region,SPE,4093,4.52,10.02,15.08,13.1,43.14
2026-07-24,Hà Nội,Quảng Ninh,Intra region,SPB,338,5.21,11.63,19.59,16.67,53.2
2026-07-24,Hà Nội,Quảng Ninh,Intra region,SPE,2102,4.84,9.7,18.31,14.65,47.52
2026-07-24,Hà Nội,Thanh Hóa,Intra region,SPB,470,4.16,10.9,20.23,18.16,53.59
2026-07-24,Hà Nội,Thanh Hóa,Intra region,SPE,3233,4.39,10.05,19.85,17.28,51.89
2026-07-24,Hà Nội,Tây Ninh,Cross region,SPB,224,5.54,11.55,48.66,19.94,85.22
2026-07-24,Hà Nội,Tây Ninh,Cross region,SPE,1923,4.21,10.3,46.13,18.65,79.18
2026-07-24,Hà Nội,Đà Nẵng,Cross metro *,SPB,484,5.57,10.87,31.57,16.28,64.1
2026-07-24,Hà Nội,Đà Nẵng,Cross metro *,SPE,893,3.74,8.17,31.22,15.51,58.76
2026-07-24,Hà Nội,Đắk Lắk,Cross region,SPB,222,5.05,9.17,44.55,13.7,72.43
2026-07-24,Hà Nội,Đắk Lắk,Cross region,SPE,1689,4.29,10.12,45.01,12.77,72.3
2026-07-24,Hà Nội,Đồng Nai,Cross region,SPB,393,4.09,10.11,50.14,19.02,83.26
2026-07-24,Hà Nội,Đồng Nai,Cross region,SPE,2541,4.28,9.72,49.64,18.41,82.56
2026-07-24,Hồ Chí Minh,An Giang,Intra region,SPB,1009,5.6,8.0,17.01,15.38,46.67
2026-07-24,Hồ Chí Minh,An Giang,Intra region,SPE,3847,4.89,9.03,15.33,17.12,46.23
2026-07-24,Hồ Chí Minh,Cà Mau,Intra region,SPB,449,4.79,7.23,14.51,17.49,45.13
2026-07-24,Hồ Chí Minh,Cà Mau,Intra region,SPE,2046,4.71,8.76,14.65,13.16,41.06
2026-07-24,Hồ Chí Minh,Cần Thơ,Intra region,SPB,767,5.01,6.51,13.86,11.38,37.1
2026-07-24,Hồ Chí Minh,Cần Thơ,Intra region,SPE,3704,4.72,8.73,13.58,11.32,38.29
2026-07-24,Hồ Chí Minh,Gia Lai,Cross region,SPB,394,5.3,6.66,29.23,13.45,54.42
2026-07-24,Hồ Chí Minh,Gia Lai,Cross region,SPE,1705,4.27,8.87,31.95,12.77,57.54
2026-07-24,Hồ Chí Minh,Hà Nội,Cross metro,SPB,1310,5.71,7.1,47.7,14.33,74.8
2026-07-24,Hồ Chí Minh,Hà Nội,Cross metro,SPE,1797,3.51,6.93,50.04,12.62,73.17
2026-07-24,Hồ Chí Minh,Hải Phòng,Cross region,SPB,398,5.35,7.25,52.33,21.36,87.15
2026-07-24,Hồ Chí Minh,Hải Phòng,Cross region,SPE,1810,4.42,8.84,55.88,18.89,87.89
2026-07-24,Hồ Chí Minh,Hồ Chí Minh,Intra city,SPB,5948,5.89,6.22,12.11,7.72,26.57
2026-07-24,Hồ Chí Minh,Hồ Chí Minh,Intra city,SPE,3755,3.84,7.93,13.99,11.4,37.16
2026-07-24,Hồ Chí Minh,Khánh Hòa,Cross region,SPB,509,5.38,6.43,22.24,18.77,53.06
2026-07-24,Hồ Chí Minh,Khánh Hòa,Cross region,SPE,1196,4.38,8.69,22.22,12.21,47.07
2026-07-24,Hồ Chí Minh,Lâm Đồng,Cross region,SPB,954,5.98,7.39,18.59,15.72,47.79
2026-07-24,Hồ Chí Minh,Lâm Đồng,Cross region,SPE,2609,4.69,8.64,16.88,11.94,41.97
2026-07-24,Hồ Chí Minh,Ninh Bình,Cross region,SPB,215,7.05,7.14,45.89,16.2,76.14
2026-07-24,Hồ Chí Minh,Ninh Bình,Cross region,SPE,1507,4.32,8.82,46.99,15.17,75.07
2026-07-24,Hồ Chí Minh,Tây Ninh,Intra region,SPB,1003,5.43,6.74,11.15,18.01,41.61
2026-07-24,Hồ Chí Minh,Tây Ninh,Intra region,SPE,3678,4.53,8.6,10.71,16.12,39.68
2026-07-24,Hồ Chí Minh,Vĩnh Long,Intra region,SPB,668,4.79,7.1,12.54,13.17,37.69
2026-07-24,Hồ Chí Minh,Vĩnh Long,Intra region,SPE,2878,4.51,8.65,12.88,14.09,40.01
2026-07-24,Hồ Chí Minh,Đà Nẵng,Cross metro *,SPB,615,5.03,6.61,32.48,15.86,60.24
2026-07-24,Hồ Chí Minh,Đà Nẵng,Cross metro *,SPE,732,3.25,7.85,32.84,15.48,59.43
2026-07-24,Hồ Chí Minh,Đắk Lắk,Cross region,SPB,398,5.98,5.9,24.38,13.89,50.26
2026-07-24,Hồ Chí Minh,Đắk Lắk,Cross region,SPE,1685,4.02,8.56,26.6,13.56,52.55
2026-07-24,Hồ Chí Minh,Đồng Nai,Intra region,SPB,1523,5.38,7.24,13.95,12.85,39.71
2026-07-24,Hồ Chí Minh,Đồng Nai,Intra region,SPE,4505,4.78,8.74,13.71,13.44,40.59
2026-07-24,Hồ Chí Minh,Đồng Tháp,Intra region,SPB,707,5.03,7.09,12.82,13.06,37.98
2026-07-24,Hồ Chí Minh,Đồng Tháp,Intra region,SPE,2986,4.85,8.65,12.33,13.79,39.3
2026-07-24,Đà Nẵng,Hà Nội,Cross metro *,SPB,101,6.4,6.6,33.32,18.99,65.33
2026-07-24,Đà Nẵng,Hà Nội,Cross metro *,SPE,53,2.0,9.39,35.15,14.07,62.57
2026-07-24,Đà Nẵng,Hồ Chí Minh,Cross metro *,SPB,104,4.67,6.61,36.27,9.87,57.56
2026-07-24,Đà Nẵng,Hồ Chí Minh,Cross metro *,SPE,48,1.55,9.39,39.57,9.66,60.19
2026-07-23,,,,SPB,4,8.58,5.55,21.52,20.84,57.54
2026-07-23,,,,SPE,32,3.05,10.09,30.0,17.2,60.8
2026-07-23,Bắc Ninh,Hà Nội,Intra region,SPB,550,8.95,7.74,11.24,12.33,40.7
2026-07-23,Bắc Ninh,Hà Nội,Intra region,SPE,1464,8.04,10.5,11.93,10.87,41.09
2026-07-23,Hà Nội,An Giang,Cross region,SPB,329,3.06,10.71,56.48,26.03,96.27
2026-07-23,Hà Nội,An Giang,Cross region,SPE,1998,4.48,10.07,55.9,20.01,90.31
2026-07-23,Hà Nội,Bắc Ninh,Intra region,SPB,534,4.1,9.84,14.63,19.21,48.11
2026-07-23,Hà Nội,Bắc Ninh,Intra region,SPE,3020,5.01,9.79,12.46,16.11,43.81
2026-07-23,Hà Nội,Cần Thơ,Cross region,SPB,236,4.31,10.49,47.51,21.01,83.27
2026-07-23,Hà Nội,Cần Thơ,Cross region,SPE,1835,4.93,9.97,51.36,18.4,84.71
2026-07-23,Hà Nội,Gia Lai,Cross region,SPB,222,3.39,9.89,39.56,9.57,62.18
2026-07-23,Hà Nội,Gia Lai,Cross region,SPE,1443,5.29,9.84,40.36,10.74,65.62
2026-07-23,Hà Nội,Hà Nội,Intra city,SPB,2568,3.74,10.08,13.44,10.09,35.32
2026-07-23,Hà Nội,Hà Nội,Intra city,SPE,1686,2.64,8.9,13.47,11.54,36.1
2026-07-23,Hà Nội,Hưng Yên,Intra region,SPB,478,4.27,9.59,12.75,14.34,40.93
2026-07-23,Hà Nội,Hưng Yên,Intra region,SPE,2652,5.02,9.52,13.09,12.98,40.43
2026-07-23,Hà Nội,Hải Phòng,Intra region,SPB,768,4.4,9.06,18.4,19.67,51.38
2026-07-23,Hà Nội,Hải Phòng,Intra region,SPE,3973,5.01,9.58,15.93,15.35,45.99
2026-07-23,Hà Nội,Hồ Chí Minh,Cross metro,SPB,1723,6.17,11.17,46.91,14.19,78.29
2026-07-23,Hà Nội,Hồ Chí Minh,Cross metro,SPE,3928,4.47,9.16,48.79,11.48,73.7
2026-07-23,Hà Nội,Lào Cai,Intra region,SPB,215,3.61,9.0,17.85,19.88,50.12
2026-07-23,Hà Nội,Lào Cai,Intra region,SPE,1419,4.64,10.05,18.14,18.94,51.95
2026-07-23,Hà Nội,Lâm Đồng,Cross region,SPB,388,4.23,10.31,49.55,15.95,80.4
2026-07-23,Hà Nội,Lâm Đồng,Cross region,SPE,1591,5.02,9.35,49.73,14.11,77.93
2026-07-23,Hà Nội,Nghệ An,Cross region,SPB,320,4.06,8.99,21.2,22.2,56.34
2026-07-23,Hà Nội,Nghệ An,Cross region,SPE,1598,5.07,9.2,25.92,23.59,63.72
2026-07-23,Hà Nội,Ninh Bình,Intra region,SPB,553,4.93,9.66,13.32,11.06,38.97
2026-07-23,Hà Nội,Ninh Bình,Intra region,SPE,3203,5.09,9.91,12.74,10.52,38.15
2026-07-23,Hà Nội,Phú Thọ,Intra region,SPB,492,3.98,9.51,14.79,13.76,41.91
2026-07-23,Hà Nội,Phú Thọ,Intra region,SPE,3389,4.98,9.86,14.76,13.57,43.57
2026-07-23,Hà Nội,Quảng Ninh,Intra region,SPB,390,3.46,8.5,19.48,15.63,46.86
2026-07-23,Hà Nội,Quảng Ninh,Intra region,SPE,1781,5.12,9.57,18.79,14.84,48.75
2026-07-23,Hà Nội,Thanh Hóa,Intra region,SPB,498,4.64,10.24,18.26,18.71,51.77
2026-07-23,Hà Nội,Thanh Hóa,Intra region,SPE,2779,4.51,9.58,18.68,17.6,50.67
2026-07-23,Hà Nội,Tây Ninh,Cross region,SPB,228,6.75,10.48,47.97,24.71,89.34
2026-07-23,Hà Nội,Tây Ninh,Cross region,SPE,1577,5.31,9.77,46.56,21.36,82.79
2026-07-23,Hà Nội,Đà Nẵng,Cross metro *,SPB,464,4.97,9.64,29.73,19.33,63.52
2026-07-23,Hà Nội,Đà Nẵng,Cross metro *,SPE,972,3.49,8.74,29.91,16.72,58.51
2026-07-23,Hà Nội,Đắk Lắk,Cross region,SPB,242,2.79,9.78,40.81,11.84,65.31
2026-07-23,Hà Nội,Đắk Lắk,Cross region,SPE,1378,5.44,9.71,42.23,12.85,69.8
2026-07-23,Hà Nội,Đồng Nai,Cross region,SPB,382,4.98,10.27,45.99,21.49,82.28
2026-07-23,Hà Nội,Đồng Nai,Cross region,SPE,2123,5.55,9.28,46.97,19.88,81.02
2026-07-23,Hồ Chí Minh,An Giang,Intra region,SPB,945,4.6,7.69,16.77,16.72,45.89
2026-07-23,Hồ Chí Minh,An Giang,Intra region,SPE,3526,4.93,8.58,15.47,17.37,46.13
2026-07-23,Hồ Chí Minh,Cà Mau,Intra region,SPB,444,4.92,6.53,14.71,18.01,44.34
2026-07-23,Hồ Chí Minh,Cà Mau,Intra region,SPE,1697,5.28,8.37,14.29,12.96,40.61
2026-07-23,Hồ Chí Minh,Cần Thơ,Intra region,SPB,769,4.51,7.15,13.86,10.61,36.19
2026-07-23,Hồ Chí Minh,Cần Thơ,Intra region,SPE,3247,5.46,8.46,13.02,10.83,37.48
2026-07-23,Hồ Chí Minh,Gia Lai,Cross region,SPB,363,4.93,6.62,30.09,13.93,55.5
2026-07-23,Hồ Chí Minh,Gia Lai,Cross region,SPE,1506,5.7,8.23,30.89,12.99,57.57
2026-07-23,Hồ Chí Minh,Hà Nội,Cross metro,SPB,1240,5.14,7.41,46.09,14.7,73.52
2026-07-23,Hồ Chí Minh,Hà Nội,Cross metro,SPE,1823,4.02,7.28,48.15,13.99,73.63
2026-07-23,Hồ Chí Minh,Hải Phòng,Cross region,SPB,355,5.2,7.44,53.28,20.81,87.12
2026-07-23,Hồ Chí Minh,Hải Phòng,Cross region,SPE,1625,5.73,8.3,54.09,21.16,89.04
2026-07-23,Hồ Chí Minh,Hồ Chí Minh,Intra city,SPB,5652,5.45,6.22,11.92,7.03,24.92
2026-07-23,Hồ Chí Minh,Hồ Chí Minh,Intra city,SPE,3965,3.5,7.42,13.34,9.59,33.97
2026-07-23,Hồ Chí Minh,Khánh Hòa,Cross region,SPB,462,5.29,7.28,22.68,21.15,56.68
2026-07-23,Hồ Chí Minh,Khánh Hòa,Cross region,SPE,1069,5.8,7.98,21.37,12.02,47.09
2026-07-23,Hồ Chí Minh,Lâm Đồng,Cross region,SPB,1007,5.43,7.32,18.25,16.41,47.47
2026-07-23,Hồ Chí Minh,Lâm Đồng,Cross region,SPE,2268,5.7,8.37,17.05,12.28,43.11
2026-07-23,Hồ Chí Minh,Ninh Bình,Cross region,SPB,232,4.84,6.9,43.72,14.95,70.6
2026-07-23,Hồ Chí Minh,Ninh Bình,Cross region,SPE,1276,5.43,8.24,46.04,15.4,74.96
2026-07-23,Hồ Chí Minh,Tây Ninh,Intra region,SPB,890,4.59,6.97,11.16,17.45,40.31
2026-07-23,Hồ Chí Minh,Tây Ninh,Intra region,SPE,3138,5.59,7.95,10.78,14.21,38.25
2026-07-23,Hồ Chí Minh,Vĩnh Long,Intra region,SPB,630,4.54,7.23,13.15,12.51,37.56
2026-07-23,Hồ Chí Minh,Vĩnh Long,Intra region,SPE,2482,5.27,8.14,12.75,13.26,39.14
2026-07-23,Hồ Chí Minh,Đà Nẵng,Cross metro *,SPB,600,4.87,6.68,33.76,14.73,60.16
2026-07-23,Hồ Chí Minh,Đà Nẵng,Cross metro *,SPE,735,3.64,7.47,33.33,13.58,58.08
2026-07-23,Hồ Chí Minh,Đắk Lắk,Cross region,SPB,404,5.3,6.35,25.13,14.12,51.12
2026-07-23,Hồ Chí Minh,Đắk Lắk,Cross region,SPE,1469,5.85,8.11,26.07,14.67,54.41
2026-07-23,Hồ Chí Minh,Đồng Nai,Intra region,SPB,1531,4.79,7.54,13.86,11.67,37.87
2026-07-23,Hồ Chí Minh,Đồng Nai,Intra region,SPE,3971,5.72,8.11,13.23,12.11,39.12
2026-07-23,Hồ Chí Minh,Đồng Tháp,Intra region,SPB,647,4.71,8.01,12.67,12.52,38.25
2026-07-23,Hồ Chí Minh,Đồng Tháp,Intra region,SPE,2493,5.5,8.21,12.24,13.43,38.95
2026-07-23,Đà Nẵng,Hà Nội,Cross metro *,SPB,61,6.34,5.79,34.5,14.33,61.38
2026-07-23,Đà Nẵng,Hà Nội,Cross metro *,SPE,42,2.42,9.07,35.36,12.16,59.07
2026-07-23,Đà Nẵng,Hồ Chí Minh,Cross metro *,SPB,59,5.54,5.88,34.87,13.53,59.71
2026-07-23,Đà Nẵng,Hồ Chí Minh,Cross metro *,SPE,59,2.51,10.67,38.84,14.8,66.85
2026-07-22,,,,SPB,4,2.06,4.82,36.05,26.03,61.78
2026-07-22,,,,SPE,33,4.14,6.77,31.3,13.91,60.72
2026-07-22,Bắc Ninh,Hà Nội,Intra region,SPB,547,8.61,9.68,17.03,10.7,46.08
2026-07-22,Bắc Ninh,Hà Nội,Intra region,SPE,2050,7.14,10.18,12.09,9.66,38.19
2026-07-22,Hà Nội,An Giang,Cross region,SPB,292,4.62,10.32,57.35,19.77,91.96
2026-07-22,Hà Nội,An Giang,Cross region,SPE,3171,3.77,9.64,56.56,19.44,89.52
2026-07-22,Hà Nội,Bắc Ninh,Intra region,SPB,546,4.73,10.12,15.15,17.07,47.16
2026-07-22,Hà Nội,Bắc Ninh,Intra region,SPE,4943,4.05,9.23,12.33,16.0,41.78
2026-07-22,Hà Nội,Cần Thơ,Cross region,SPB,222,3.92,10.12,50.41,20.38,85.06
2026-07-22,Hà Nội,Cần Thơ,Cross region,SPE,2880,4.16,9.23,51.09,17.08,81.79
2026-07-22,Hà Nội,Gia Lai,Cross region,SPB,207,3.76,10.12,39.69,10.61,64.26
2026-07-22,Hà Nội,Gia Lai,Cross region,SPE,2380,3.77,9.09,39.94,11.26,64.18
2026-07-22,Hà Nội,Hà Nội,Intra city,SPB,2386,4.19,11.53,18.83,9.51,40.38
2026-07-22,Hà Nội,Hà Nội,Intra city,SPE,1492,3.3,10.23,14.29,10.5,37.81
2026-07-22,Hà Nội,Hưng Yên,Intra region,SPB,406,3.93,10.22,12.86,15.04,42.07
2026-07-22,Hà Nội,Hưng Yên,Intra region,SPE,4597,4.15,9.2,12.34,15.12,40.85
2026-07-22,Hà Nội,Hải Phòng,Intra region,SPB,703,4.6,10.64,18.66,18.76,52.71
2026-07-22,Hà Nội,Hải Phòng,Intra region,SPE,6505,4.14,8.89,15.38,13.76,42.53
2026-07-22,Hà Nội,Hồ Chí Minh,Cross metro,SPB,1776,5.76,11.41,45.72,13.63,76.53
2026-07-22,Hà Nội,Hồ Chí Minh,Cross metro,SPE,4422,4.4,9.4,48.27,10.16,72.82
2026-07-22,Hà Nội,Lào Cai,Intra region,SPB,221,3.71,10.28,16.45,17.13,47.3
2026-07-22,Hà Nội,Lào Cai,Intra region,SPE,2057,3.55,9.48,17.68,17.22,48.4
2026-07-22,Hà Nội,Lâm Đồng,Cross region,SPB,365,3.52,12.39,50.32,14.74,81.04
2026-07-22,Hà Nội,Lâm Đồng,Cross region,SPE,2650,3.93,9.62,50.84,13.24,77.71
2026-07-22,Hà Nội,Nghệ An,Cross region,SPB,312,3.99,11.37,22.06,19.18,56.7
2026-07-22,Hà Nội,Nghệ An,Cross region,SPE,2865,3.87,8.71,25.75,23.04,61.62
2026-07-22,Hà Nội,Ninh Bình,Intra region,SPB,537,4.69,11.15,12.69,11.35,39.48
2026-07-22,Hà Nội,Ninh Bình,Intra region,SPE,5353,4.21,8.96,12.87,9.82,35.96
2026-07-22,Hà Nội,Phú Thọ,Intra region,SPB,472,3.95,8.88,14.7,13.8,41.43
2026-07-22,Hà Nội,Phú Thọ,Intra region,SPE,5153,3.99,9.26,15.05,12.57,41.09
2026-07-22,Hà Nội,Quảng Ninh,Intra region,SPB,362,4.29,10.16,21.27,15.22,51.17
2026-07-22,Hà Nội,Quảng Ninh,Intra region,SPE,2784,4.18,9.04,20.61,15.08,49.38
2026-07-22,Hà Nội,Thanh Hóa,Intra region,SPB,509,3.84,9.62,19.45,18.32,51.13
2026-07-22,Hà Nội,Thanh Hóa,Intra region,SPE,4063,4.01,9.0,19.01,16.12,48.55
2026-07-22,Hà Nội,Tây Ninh,Cross region,SPB,216,3.28,9.48,46.9,21.41,80.91
2026-07-22,Hà Nội,Tây Ninh,Cross region,SPE,2692,4.47,9.48,46.28,21.92,82.47
2026-07-22,Hà Nội,Đà Nẵng,Cross metro *,SPB,424,5.5,12.18,29.94,18.34,66.35
2026-07-22,Hà Nội,Đà Nẵng,Cross metro *,SPE,1025,3.91,9.12,30.52,15.88,59.98
2026-07-22,Hà Nội,Đắk Lắk,Cross region,SPB,234,5.3,9.59,42.52,12.16,69.8
2026-07-22,Hà Nội,Đắk Lắk,Cross region,SPE,2207,4.06,9.46,42.98,13.82,70.48
2026-07-22,Hà Nội,Đồng Nai,Cross region,SPB,388,4.97,11.76,46.31,19.06,82.0
2026-07-22,Hà Nội,Đồng Nai,Cross region,SPE,3974,3.89,8.89,49.28,19.79,82.09
2026-07-22,Hồ Chí Minh,An Giang,Intra region,SPB,936,4.92,7.4,17.7,16.13,46.33
2026-07-22,Hồ Chí Minh,An Giang,Intra region,SPE,5605,4.37,7.77,15.69,18.3,45.73
2026-07-22,Hồ Chí Minh,Cà Mau,Intra region,SPB,449,4.65,7.3,14.56,16.94,43.63
2026-07-22,Hồ Chí Minh,Cà Mau,Intra region,SPE,2768,4.55,7.8,14.05,12.47,38.59
2026-07-22,Hồ Chí Minh,Cần Thơ,Intra region,SPB,711,4.69,7.23,14.01,11.03,37.07
2026-07-22,Hồ Chí Minh,Cần Thơ,Intra region,SPE,5175,4.46,7.85,13.0,11.39,36.53
2026-07-22,Hồ Chí Minh,Gia Lai,Cross region,SPB,377,6.1,7.05,30.39,15.19,58.53
2026-07-22,Hồ Chí Minh,Gia Lai,Cross region,SPE,2463,4.1,7.81,32.39,12.58,56.71
2026-07-22,Hồ Chí Minh,Hà Nội,Cross metro,SPB,1395,5.83,7.46,46.83,14.2,74.59
2026-07-22,Hồ Chí Minh,Hà Nội,Cross metro,SPE,2054,3.61,7.4,49.49,11.18,71.6
2026-07-22,Hồ Chí Minh,Hải Phòng,Cross region,SPB,314,5.81,7.95,52.08,20.16,86.19
2026-07-22,Hồ Chí Minh,Hải Phòng,Cross region,SPE,2685,4.12,7.98,54.26,19.84,86.12
2026-07-22,Hồ Chí Minh,Hồ Chí Minh,Intra city,SPB,5546,6.11,6.64,12.25,7.12,26.11
2026-07-22,Hồ Chí Minh,Hồ Chí Minh,Intra city,SPE,3869,3.59,7.89,13.87,9.46,34.93
2026-07-22,Hồ Chí Minh,Khánh Hòa,Cross region,SPB,451,6.28,6.78,22.16,23.11,58.98
2026-07-22,Hồ Chí Minh,Khánh Hòa,Cross region,SPE,1722,4.04,7.88,21.5,12.12,45.57
2026-07-22,Hồ Chí Minh,Lâm Đồng,Cross region,SPB,894,5.58,7.49,18.67,16.91,48.59
2026-07-22,Hồ Chí Minh,Lâm Đồng,Cross region,SPE,3617,4.27,8.19,17.08,12.07,41.42
2026-07-22,Hồ Chí Minh,Ninh Bình,Cross region,SPB,213,4.94,8.18,45.34,15.32,74.07
2026-07-22,Hồ Chí Minh,Ninh Bình,Cross region,SPE,2134,4.25,7.97,45.94,15.01,72.81
2026-07-22,Hồ Chí Minh,Tây Ninh,Intra region,SPB,846,5.42,7.2,10.99,16.67,40.29
